"","Date.Of.Stop","Time.Of.Stop","Agency","SubAgency","Description","Location","Latitude","Longitude","Accident","Belts","Personal.Injury","Property.Damage","Fatal","Commercial.License","HAZMAT","Commercial.Vehicle","Alcohol","Work.Zone","State","VehicleType","Year","Make","Model","Color","Violation.Type","Charge","Article","Contributed.To.Accident","Race","Gender","Driver.City","Driver.State","DL.State","Arrest.Type","Geolocation","State2"
"840610","04/24/2013","01:54:00","MCP","6th district, Gaithersburg / Montgomery Village","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","GREAT SENECA HWY / MUDDY BRANCH RD",39.10918955,-77.2118865333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2004,"MERCURY","SABLE","GRAY","Warning","21-201(a1)","Transportation Article","No","OTHER","F","GAITHERSBURG","MD","MD","A - Marked Patrol","(39.10918955, -77.2118865333333)","Alabama"
"841049","02/21/2014","22:07:00","MCP","3rd district, Silver Spring","FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALS","PINEY BRANCH/ NEW HAMPSHIRE",39.0013733333333,-76.9838666666667,"No","No","No","No","No","No","No","No","No","No","AB","02 - Automobile",2000,"HONDA","CIVIC","SILVER","Warning","13-411(c1)","Transportation Article","No","HISPANIC","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0013733333333, -76.9838666666667)","Alabama"
"851891","06/03/2015","20:20:00","MCP","3rd district, Silver Spring","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","WAYNE AVE/ GEORGIA AVE",39.0302633333333,-76.982685,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2014,"FORD","FOCUS","RED","Warning","21-201(a1)","Transportation Article","No","BLACK","M","FAIRFAX","VA","VA","A - Marked Patrol","(39.0302633333333, -76.982685)","Alabama"
"858475","06/04/2014","15:07:00","MCP","4th district, Wheaton","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","REEDIE/ RING",39.037945,-77.053735,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2013,"FORD","FUSION","BLACK","Warning","13-411(f)","Transportation Article","No","BLACK","F","WHEATON","MD","AL","A - Marked Patrol","(39.037945, -77.053735)","Alabama"
"858476","06/04/2014","15:07:00","MCP","4th district, Wheaton","FAILURE TO NOTIFY ADM. OF ADDRESS CHANGE WITHIN 30 DAYS","REEDIE/ RING",39.037945,-77.053735,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2013,"FORD","FUSION","BLACK","Warning","13-414(a)","Transportation Article","No","BLACK","F","WHEATON","MD","AL","A - Marked Patrol","(39.037945, -77.053735)","Alabama"
"858477","06/04/2014","15:07:00","MCP","4th district, Wheaton","FAILURE NOTIFY ADM. ADDRESS CHANGE","REEDIE/ RING",39.037945,-77.053735,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2013,"FORD","FUSION","BLACK","Warning","16-116(a)","Transportation Article","No","BLACK","F","WHEATON","MD","AL","A - Marked Patrol","(39.037945, -77.053735)","Alabama"
"860786","06/14/2015","21:58:00","MCP","1st district, Rockville","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","N WASHINGTON ST / MARTINS LA",39.0912266666667,-77.1534766666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2014,"TOYOTA","YARIS","BLUE","Warning","13-411(f)","Transportation Article","No","WHITE","M","BIRGMINGHAM","AL","AL","A - Marked Patrol","(39.0912266666667, -77.1534766666667)","Alabama"
"862421","09/17/2013","10:48:00","MCP","6th district, Gaithersburg / Montgomery Village","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH","MD 355 @ PROFESSIONAL DR",39.1619216666667,-77.2241655666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2006,"TOYOTA","COROLLA","BLUE","Warning","21-801.1","Transportation Article","No","BLACK","M","MONTGOMERY VILLAGE","AL","AL","Q - Marked Laser","(39.1619216666667, -77.2241655666667)","Alabama"
"863140","07/24/2015","05:46:00","MCP","4th district, Wheaton","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","ICC / EXIT 8 GEORGIA AVE",39.1219016666667,-77.085445,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2001,"TOYOTA","CELICA","BLUE","Warning","13-411(d)","Transportation Article","No","BLACK","M","GAITHERSBURG","MD","MD","A - Marked Patrol","(39.1219016666667, -77.085445)","Alabama"
"863141","07/24/2015","05:46:00","MCP","4th district, Wheaton","EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH","ICC / EXIT 8 GEORGIA AVE",39.1219016666667,-77.085445,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2001,"TOYOTA","CELICA","BLUE","Warning","21-801.1","Transportation Article","No","BLACK","M","GAITHERSBURG","MD","MD","A - Marked Patrol","(39.1219016666667, -77.085445)","Alabama"
"866800","10/15/2015","22:42:00","MCP","2nd district, Bethesda","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","NICHOLSON / CITADEL",39.0447216666667,-77.110925,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2007,"HONDA","CIVIC","BLUE","Warning","22-201.1","Transportation Article","No","ASIAN","M","MOBILE","AL","AL","A - Marked Patrol","(39.0447216666667, -77.110925)","Alabama"
"872485","05/31/2014","08:39:00","MCP","4th district, Wheaton","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION","RANDOLPH RD/ GEORGIA AVE",39.0636233333333,-77.0386316666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2002,"GMC","ENVOY","BLACK","Warning","21-1124.2(d2)","Transportation Article","No","WHITE","F","NORTH BETHESDA","MD","AK","A - Marked Patrol","(39.0636233333333, -77.0386316666667)","Alabama"
"878488","08/31/2015","22:42:00","MCP","4th district, Wheaton","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","ASPEN HILL/ CONNECTICUT",39.0800566666667,-77.0799483333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1993,"HONDA","4D","GREEN","Warning","21-201(a1)","Transportation Article","No","BLACK","F","NEW CARRELTON","MD","MD","A - Marked Patrol","(39.0800566666667, -77.0799483333333)","Alabama"
"878489","08/31/2015","22:42:00","MCP","4th district, Wheaton","FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED","ASPEN HILL/ CONNECTICUT",39.0800566666667,-77.0799483333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1993,"HONDA","4D","GREEN","Warning","21-301(a)","Transportation Article","No","BLACK","F","NEW CARRELTON","MD","MD","A - Marked Patrol","(39.0800566666667, -77.0799483333333)","Alabama"
"878490","08/31/2015","22:42:00","MCP","4th district, Wheaton","FAILURE TO NOTIFY ADM. OF ADDRESS CHANGE WITHIN 30 DAYS","ASPEN HILL/ CONNECTICUT",39.0800566666667,-77.0799483333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1993,"HONDA","4D","GREEN","Warning","13-414(a)","Transportation Article","No","BLACK","F","NEW CARRELTON","MD","MD","A - Marked Patrol","(39.0800566666667, -77.0799483333333)","Alabama"
"881323","05/05/2015","23:27:00","MCP","3rd district, Silver Spring","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","GEORGIA AVE / BONIFANT ST",38.9937333333333,-77.0267683333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2015,"KIA","RIO","WHITE","Warning","13-409(b)","Transportation Article","No","WHITE","M","RICHMOND","VA","VA","A - Marked Patrol","(38.9937333333333, -77.0267683333333)","Alabama"
"881324","05/05/2015","23:27:00","MCP","3rd district, Silver Spring","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","GEORGIA AVE / BONIFANT ST",38.9937333333333,-77.0267683333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2015,"KIA","RIO","WHITE","Warning","22-201.1","Transportation Article","No","WHITE","M","RICHMOND","VA","VA","A - Marked Patrol","(38.9937333333333, -77.0267683333333)","Alabama"
"888542","04/01/2014","23:08:00","MCP","6th district, Gaithersburg / Montgomery Village","FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP","CONTOUR RD AND LOST KNIFE RD",39.1544066666667,-77.1963583333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2005,"KIA","SPECTRA","SILVER","Warning","22-219(a)","Transportation Article","No","BLACK","M","FAIRFAX","VA","VA","A - Marked Patrol","(39.1544066666667, -77.1963583333333)","Alabama"
"890279","03/24/2015","23:16:00","MCP","2nd district, Bethesda","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","EAST WEST HWY AT WAVERY ST",NA,NA,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2015,"VOLKS","JETTA","GRAY","Warning","21-201(a1)","Transportation Article","No","WHITE","M","ARLINGTON","VA","VA","A - Marked Patrol","","Alabama"
"890280","03/24/2015","23:16:00","MCP","2nd district, Bethesda","DRIVING WRONG WAY--ONE WAY STREET","EAST WEST HWY AT WAVERY ST",NA,NA,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2015,"VOLKS","JETTA","GRAY","Warning","21-308(a)","Transportation Article","No","WHITE","M","ARLINGTON","VA","VA","A - Marked Patrol","","Alabama"
"895690","01/10/2016","13:21:00","MCP","3rd district, Silver Spring","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","NB 29 / BRIGGS CHANEY RD",39.045425,-76.9907366666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2005,"FORD","FOCUS","WHITE","Warning","13-411(f)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","AL","A - Marked Patrol","(39.045425, -76.9907366666667)","Alabama"
"895692","01/10/2016","13:21:00","MCP","3rd district, Silver Spring","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","NB 29 / BRIGGS CHANEY RD",39.045425,-76.9907366666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2005,"FORD","FOCUS","WHITE","Warning","13-411(d)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","AL","A - Marked Patrol","(39.045425, -76.9907366666667)","Alabama"
"895693","01/10/2016","13:21:00","MCP","3rd district, Silver Spring","FAILURE TO EQUIP MOTOR VEH. WITH ADEQUATE VISION OUTSIDE MIRROR","NB 29 / BRIGGS CHANEY RD",39.045425,-76.9907366666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2005,"FORD","FOCUS","WHITE","Warning","22-403(b)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","AL","A - Marked Patrol","(39.045425, -76.9907366666667)","Alabama"
"897800","01/30/2015","02:17:00","MCP","5th district, Germantown","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","CRYSTAL ROCK DRIVE @ CENTURY BLVD",39.2054,-77.2431083333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2005,"LEXUS","LS 430","BLACK","Warning","21-204(b)","Transportation Article","No","BLACK","M","HELENA","AL","AL","A - Marked Patrol","(39.2054, -77.2431083333333)","Alabama"
"898533","11/23/2014","08:42:00","MCP","3rd district, Silver Spring","OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL","UNIVERSITY BLVD / SEEK LANE",39.057685,-76.997455,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2004,"PONTIAC","GRAND PRIX","RED","Warning","22-406(i1)","Transportation Article","No","HISPANIC","M","HYATTSVILLE","MD","MD","A - Marked Patrol","(39.057685, -76.997455)","Alabama"
"903079","01/04/2015","22:35:00","MCP","2nd district, Bethesda","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","7600 WISCONSIN AVE AT 4700 COMMERCE LA ,",38.9859716666667,-77.094875,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2008,"CHEV","MALIBU","SILVER","Warning","21-201(a1)","Transportation Article","No","BLACK","F","BALTIMORE","MD","MD","A - Marked Patrol","(38.9859716666667, -77.094875)","Alabama"
"903688","12/18/2014","14:12:00","MCP","6th district, Gaithersburg / Montgomery Village","DRIVER FAILING TO GIVE TURN SIGNAL CONTINUOUSLY DURING LAST 100' OF TRAVEL BEFORE TURNING","E  DIAMOND AVE / CHESTNUT AVE",39.1405016666667,-77.2071566666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2001,"BMW","325I","SILVER","Warning","21-604(d)","Transportation Article","No","BLACK","M","GAITHERSBURG","MD","MD","A - Marked Patrol","(39.1405016666667, -77.2071566666667)","Alabama"
"903689","12/18/2014","14:12:00","MCP","6th district, Gaithersburg / Montgomery Village","FAIL TO DISPLAY REG. CARD ON DEMAND","E  DIAMOND AVE / CHESTNUT AVE",39.1405016666667,-77.2071566666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2001,"BMW","325I","SILVER","Warning","13-409(b)","Transportation Article","No","BLACK","M","GAITHERSBURG","MD","MD","A - Marked Patrol","(39.1405016666667, -77.2071566666667)","Alabama"
"903690","12/18/2014","14:12:00","MCP","6th district, Gaithersburg / Montgomery Village","OWNER FAILURE TO APPLY TO ADM. FOR REG OF VEH. SUBJECT TO REG.","E  DIAMOND AVE / CHESTNUT AVE",39.1405016666667,-77.2071566666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2001,"BMW","325I","SILVER","Warning","13-403","Transportation Article","No","BLACK","M","GAITHERSBURG","MD","MD","A - Marked Patrol","(39.1405016666667, -77.2071566666667)","Alabama"
"909073","11/27/2014","22:17:00","MCP","3rd district, Silver Spring","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED","GEORGIA AVE @  EAST WEST HWY",38.988345,-77.0267866666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2013,"HYUN","4S","BLACK","Warning","22-226(a)","Transportation Article","No","BLACK","M","SELMA","AL","AL","A - Marked Patrol","(38.988345, -77.0267866666667)","Alabama"
"919655","12/04/2015","01:17:00","MCP","6th district, Gaithersburg / Montgomery Village","DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT","MONTGOMERY VILLAGE AVE @ RUSSELL AVE",39.1566166666667,-77.2062533333333,"No","No","No","No","No","Yes","No","No","No","No","AL","02 - Automobile",2006,"HYUNDAI","SONATA","BLACK","Warning","23-104","Transportation Article","No","BLACK","M","MONTGOMERY VILLAGE","MD","MD","A - Marked Patrol","(39.1566166666667, -77.2062533333333)","Alabama"
"924914","02/01/2016","20:26:00","MCP","2nd district, Bethesda","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","EDGEMOOR / BEVERLY",38.9846916666667,-77.0995833333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2004,"HONDA","4D","SILVER","Warning","16-101(a)","Transportation Article","No","WHITE","F","BIRMINGHAM","AL","AL","A - Marked Patrol","(38.9846916666667, -77.0995833333333)","Alabama"
"924915","02/01/2016","20:26:00","MCP","2nd district, Bethesda","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","EDGEMOOR / BEVERLY",38.9846916666667,-77.0995833333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2004,"HONDA","4D","SILVER","Warning","13-401(b1)","Transportation Article","No","WHITE","F","BIRMINGHAM","AL","AL","A - Marked Patrol","(38.9846916666667, -77.0995833333333)","Alabama"
"924916","02/01/2016","20:26:00","MCP","2nd district, Bethesda","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","EDGEMOOR / BEVERLY",38.9846916666667,-77.0995833333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2004,"HONDA","4D","SILVER","Warning","13-411(d)","Transportation Article","No","WHITE","F","BIRMINGHAM","AL","AL","A - Marked Patrol","(38.9846916666667, -77.0995833333333)","Alabama"
"924917","02/01/2016","20:26:00","MCP","2nd district, Bethesda","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","EDGEMOOR / BEVERLY",38.9846916666667,-77.0995833333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2004,"HONDA","4D","SILVER","Warning","13-411(f)","Transportation Article","No","WHITE","F","BIRMINGHAM","AL","AL","A - Marked Patrol","(38.9846916666667, -77.0995833333333)","Alabama"
"927264","01/16/2015","08:52:00","MCP","3rd district, Silver Spring","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","2ND AVE @ 16TH ST",39.001295,-77.0381966666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2000,"DODGE","VAN","SILVER","Warning","21-201(a1)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.001295, -77.0381966666667)","Alabama"
"928266","10/05/2014","19:39:00","MCP","6th district, Gaithersburg / Montgomery Village","MOTOR VEH, W/O REQUIRED STOP LAMPS EQUIPMENT","APPLE RIDGE DR @ TORREY POND PL",NA,NA,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1994,"FORD","RANGER","WHITE","Warning","22-206(a)","Transportation Article","No","HISPANIC","M","BOYDS","MD","MD","B - Unmarked Patrol","","Alabama"
"928267","10/05/2014","19:39:00","MCP","6th district, Gaithersburg / Montgomery Village","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED","APPLE RIDGE DR @ TORREY POND PL",NA,NA,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1994,"FORD","RANGER","WHITE","Warning","22-226(a)","Transportation Article","No","HISPANIC","M","BOYDS","MD","MD","B - Unmarked Patrol","","Alabama"
"928683","11/02/2014","20:53:00","MCP","Headquarters and Special Operations","DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT","GERMANTOWN ROAD AT DAWSON FARM ROAD",39.1639266666667,-77.2827516666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2001,"DODGE","DURANGO","GRAY","Warning","23-104","Transportation Article","No","BLACK","F","ARITON","AL","AL","A - Marked Patrol","(39.1639266666667, -77.2827516666667)","Alabama"
"930313","12/23/2015","21:07:00","MCP","4th district, Wheaton","DRIVER FAILING TO GIVE TURN SIGNAL CONTINUOUSLY DURING LAST 100' OF TRAVEL BEFORE TURNING","VEIRS MILL RD @ MEADOW HALL DR",39.074935,-77.11387,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2014,"AUDI","Q5","SILVER","Warning","21-604(d)","Transportation Article","No","WHITE","M","ELMORE","AL","AL","A - Marked Patrol","(39.074935, -77.11387)","Alabama"
"930786","11/05/2014","18:55:00","MCP","4th district, Wheaton","OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL","11219 GRANDVIEW AVE",39.0583366666667,-77.04857,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2000,"LAND ROVER","RANGE ROVER","BLACK","Warning","22-406(i1)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0583366666667, -77.04857)","Alabama"
"930787","11/05/2014","18:55:00","MCP","4th district, Wheaton","FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS","11219 GRANDVIEW AVE",39.0583366666667,-77.04857,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2000,"LAND ROVER","RANGE ROVER","BLACK","Warning","13-411(c1)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0583366666667, -77.04857)","Alabama"
"930788","11/05/2014","18:55:00","MCP","4th district, Wheaton","FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED","11219 GRANDVIEW AVE",39.0583366666667,-77.04857,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2000,"LAND ROVER","RANGE ROVER","BLACK","Warning","13-616.1(f1)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0583366666667, -77.04857)","Alabama"
"936964","09/20/2015","22:48:00","MCP","6th district, Gaithersburg / Montgomery Village","DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT","N FREDERICK / PROFESSIONAL DR",39.1633183333333,-77.226925,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1994,"NISSAN","SENTRA","BLUE","Warning","23-104","Transportation Article","No","WHITE","M","GADSDEN","AL","AL","A - Marked Patrol","(39.1633183333333, -77.226925)","Alabama"
"942134","05/09/2015","17:51:00","MCP","2nd district, Bethesda","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH","MIDDLEBROOK @ I-270",39.178255,-77.2419983333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2007,"JEEP","CHEROKEE","SILVER","Warning","21-801.1","Transportation Article","No","WHITE","F","FORT WAINWRIGHT","AK","AK","Q - Marked Laser","(39.178255, -77.2419983333333)","Alabama"
